images captions
multimodal/non_damage/images/ad_2017-11-25_10-38-06.jpg multimodal/non_damage/text/ad_2017-11-25_10-38-06.txt
multimodal/fires/images/buildingfire_2017-01-06_07-13-00.jpg multimodal/fires/text/buildingfire_2017-01-06_07-13-00.txt
multimodal/non_damage/images/ad_2017-11-25_06-47-02.jpg multimodal/non_damage/text/ad_2017-11-25_06-47-02.txt
multimodal/non_damage/images/ad_2017-11-25_01-58-24.jpg multimodal/non_damage/text/ad_2017-11-25_01-58-24.txt
multimodal/damaged_infrastructure/images/naturaldisaster_2017-10-26_15-25-45.jpg multimodal/damaged_infrastructure/text/naturaldisaster_2017-10-26_15-25-45.txt
multimodal/damaged_nature/images/landslide_2017-10-21_10-25-01.jpg multimodal/damaged_nature/text/landslide_2017-10-21_10-25-01.txt
multimodal/non_damage/images/ad_2017-11-25_09-28-01.jpg multimodal/non_damage/text/ad_2017-11-25_09-28-01.txt
multimodal/damaged_infrastructure/images/sandydamage_2012-10-30_20-50-47.jpg multimodal/damaged_infrastructure/text/sandydamage_2012-10-30_20-50-47.txt
multimodal/non_damage/images/nature_2017-10-30_17-45-45.jpg multimodal/non_damage/text/nature_2017-10-30_17-45-45.txt
multimodal/damaged_infrastructure/images/sandydamage_2013-04-15_02-25-18.jpg multimodal/damaged_infrastructure/text/sandydamage_2013-04-15_02-25-18.txt
multimodal/damaged_infrastructure/images/hurricanesandy_2017-10-28_20-26-48.jpg multimodal/damaged_infrastructure/text/hurricanesandy_2017-10-28_20-26-48.txt
multimodal/non_damage/images/ad_2017-11-25_05-28-23.jpg multimodal/non_damage/text/ad_2017-11-25_05-28-23.txt
multimodal/damaged_infrastructure/images/wreckedcar_2016-11-29_10-52-20.jpg multimodal/damaged_infrastructure/text/wreckedcar_2016-11-29_10-52-20.txt
multimodal/non_damage/images/ad_2017-11-25_11-01-23.jpg multimodal/non_damage/text/ad_2017-11-25_11-01-23.txt
multimodal/fires/images/forrestfire_2017-10-18_02-15-13.jpg multimodal/fires/text/forrestfire_2017-10-18_02-15-13.txt
multimodal/non_damage/images/ad_2017-11-25_08-51-22.jpg multimodal/non_damage/text/ad_2017-11-25_08-51-22.txt
multimodal/damaged_nature/images/wildfires_2017-11-20_18-30-44.jpg multimodal/damaged_nature/text/wildfires_2017-11-20_18-30-44.txt
multimodal/damaged_nature/images/treesfalling_2017-10-05_17-23-04.jpg multimodal/damaged_nature/text/treesfalling_2017-10-05_17-23-04.txt
multimodal/non_damage/images/nature_2017-10-30_17-46-01.jpg multimodal/non_damage/text/nature_2017-10-30_17-46-01.txt
multimodal/non_damage/images/ad_2017-11-25_01-58-03.jpg multimodal/non_damage/text/ad_2017-11-25_01-58-03.txt
multimodal/damaged_nature/images/treesfalling_2014-02-13_17-53-19.jpg multimodal/damaged_nature/text/treesfalling_2014-02-13_17-53-19.txt
multimodal/non_damage/images/ad_2017-11-25_06-24-22.jpg multimodal/non_damage/text/ad_2017-11-25_06-24-22.txt
multimodal/fires/images/buildingcollapse_2015-03-26_23-09-54.jpg multimodal/fires/text/buildingcollapse_2015-03-26_23-09-54.txt
multimodal/non_damage/images/ad_2017-11-25_03-36-45.jpg multimodal/non_damage/text/ad_2017-11-25_03-36-45.txt
multimodal/non_damage/images/ad_2017-11-25_04-31-05.jpg multimodal/non_damage/text/ad_2017-11-25_04-31-05.txt
multimodal/non_damage/images/ad_2017-11-25_12-44-04.jpg multimodal/non_damage/text/ad_2017-11-25_12-44-04.txt
multimodal/non_damage/images/ad_2017-11-25_05-58-41.jpg multimodal/non_damage/text/ad_2017-11-25_05-58-41.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-07-06_22-18-37.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-07-06_22-18-37.txt
multimodal/non_damage/images/ad_2017-11-25_12-01-09.jpg multimodal/non_damage/text/ad_2017-11-25_12-01-09.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-13_19-22-13.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-13_19-22-13.txt
multimodal/non_damage/images/nature_2017-10-30_17-47-00.jpg multimodal/non_damage/text/nature_2017-10-30_17-47-00.txt
multimodal/non_damage/images/ad_2017-11-25_02-40-01.jpg multimodal/non_damage/text/ad_2017-11-25_02-40-01.txt
multimodal/non_damage/images/building_2017-10-30_17-12-27.jpg multimodal/non_damage/text/building_2017-10-30_17-12-27.txt
multimodal/non_damage/images/ad_2017-11-25_10-00-48.jpg multimodal/non_damage/text/ad_2017-11-25_10-00-48.txt
multimodal/non_damage/images/nature_2017-10-30_17-47-35.jpg multimodal/non_damage/text/nature_2017-10-30_17-47-35.txt
multimodal/human_damage/images/isiscrimes_2015-07-26_00-50-27.jpg multimodal/human_damage/text/isiscrimes_2015-07-26_00-50-27.txt
multimodal/non_damage/images/ad_2017-11-25_04-41-00.jpg multimodal/non_damage/text/ad_2017-11-25_04-41-00.txt
multimodal/non_damage/images/ad_2017-11-25_12-08-02.jpg multimodal/non_damage/text/ad_2017-11-25_12-08-02.txt
multimodal/non_damage/images/ad_2017-11-25_08-16-05.jpg multimodal/non_damage/text/ad_2017-11-25_08-16-05.txt
multimodal/damaged_infrastructure/images/naturaldisaster_2017-10-29_17-12-31.jpg multimodal/damaged_infrastructure/text/naturaldisaster_2017-10-29_17-12-31.txt
multimodal/damaged_infrastructure/images/naturaldisaster_2017-10-17_18-38-32.jpg multimodal/damaged_infrastructure/text/naturaldisaster_2017-10-17_18-38-32.txt
multimodal/non_damage/images/building_2017-10-30_17-21-10.jpg multimodal/non_damage/text/building_2017-10-30_17-21-10.txt
multimodal/damaged_nature/images/disasters_2017-08-28_08-00-37.jpg multimodal/damaged_nature/text/disasters_2017-08-28_08-00-37.txt
multimodal/non_damage/images/building_2017-10-30_17-08-46.jpg multimodal/non_damage/text/building_2017-10-30_17-08-46.txt
multimodal/flood/images/floodwater_2017-08-17_11-50-26.jpg multimodal/flood/text/floodwater_2017-08-17_11-50-26.txt
multimodal/fires/images/destroyedbuilding_2014-09-04_21-13-56.jpg multimodal/fires/text/destroyedbuilding_2014-09-04_21-13-56.txt
multimodal/flood/images/hurricaneirma_2017-11-15_22-19-56.jpg multimodal/flood/text/hurricaneirma_2017-11-15_22-19-56.txt
multimodal/non_damage/images/ad_2017-11-25_09-38-34.jpg multimodal/non_damage/text/ad_2017-11-25_09-38-34.txt
multimodal/damaged_nature/images/treefalling_2017-10-28_11-13-49.jpg multimodal/damaged_nature/text/treefalling_2017-10-28_11-13-49.txt
multimodal/non_damage/images/ad_2017-11-25_06-34-48.jpg multimodal/non_damage/text/ad_2017-11-25_06-34-48.txt
multimodal/flood/images/hurricanesandy_2017-10-30_01-41-42.jpg multimodal/flood/text/hurricanesandy_2017-10-30_01-41-42.txt
multimodal/fires/images/buildingfire_2016-08-03_06-16-18.jpg multimodal/fires/text/buildingfire_2016-08-03_06-16-18.txt
multimodal/non_damage/images/ad_2017-11-25_10-56-50.jpg multimodal/non_damage/text/ad_2017-11-25_10-56-50.txt
multimodal/flood/images/floodwater_2017-09-05_02-21-26.jpg multimodal/flood/text/floodwater_2017-09-05_02-21-26.txt
multimodal/non_damage/images/building_2017-10-30_17-30-29.jpg multimodal/non_damage/text/building_2017-10-30_17-30-29.txt
multimodal/non_damage/images/ad_2017-11-25_04-01-24.jpg multimodal/non_damage/text/ad_2017-11-25_04-01-24.txt
multimodal/non_damage/images/cars_2017-10-30_17-49-42.jpg multimodal/non_damage/text/cars_2017-10-30_17-49-42.txt
multimodal/non_damage/images/ad_2017-11-25_04-18-59.jpg multimodal/non_damage/text/ad_2017-11-25_04-18-59.txt
multimodal/non_damage/images/ad_2017-11-25_02-48-22.jpg multimodal/non_damage/text/ad_2017-11-25_02-48-22.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-01-03_10-14-11.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-01-03_10-14-11.txt
multimodal/flood/images/floodwater_2017-09-12_06-00-18.jpg multimodal/flood/text/floodwater_2017-09-12_06-00-18.txt
multimodal/non_damage/images/ad_2017-11-25_07-12-18.jpg multimodal/non_damage/text/ad_2017-11-25_07-12-18.txt
multimodal/damaged_nature/images/windstorm_2017-11-19_04-43-43.jpg multimodal/damaged_nature/text/windstorm_2017-11-19_04-43-43.txt
multimodal/non_damage/images/ad_2017-11-25_09-40-02.jpg multimodal/non_damage/text/ad_2017-11-25_09-40-02.txt
multimodal/non_damage/images/ad_2017-11-25_06-12-03.jpg multimodal/non_damage/text/ad_2017-11-25_06-12-03.txt
multimodal/non_damage/images/ad_2017-11-25_07-00-11.jpg multimodal/non_damage/text/ad_2017-11-25_07-00-11.txt
multimodal/damaged_infrastructure/images/destroyedbuilding_2015-05-12_20-25-55.jpg multimodal/damaged_infrastructure/text/destroyedbuilding_2015-05-12_20-25-55.txt
multimodal/non_damage/images/ad_2017-11-25_01-54-45.jpg multimodal/non_damage/text/ad_2017-11-25_01-54-45.txt
multimodal/non_damage/images/ad_2017-11-25_08-21-07.jpg multimodal/non_damage/text/ad_2017-11-25_08-21-07.txt
multimodal/human_damage/images/syriawarcrimes_2017-06-12_10-54-07.jpg multimodal/human_damage/text/syriawarcrimes_2017-06-12_10-54-07.txt
multimodal/fires/images/forrestfire_2016-02-08_02-58-56.jpg multimodal/fires/text/forrestfire_2016-02-08_02-58-56.txt
multimodal/non_damage/images/ad_2017-11-25_09-55-31.jpg multimodal/non_damage/text/ad_2017-11-25_09-55-31.txt
multimodal/non_damage/images/ad_2017-11-25_02-10-54.jpg multimodal/non_damage/text/ad_2017-11-25_02-10-54.txt
multimodal/non_damage/images/ad_2017-11-25_09-27-19.jpg multimodal/non_damage/text/ad_2017-11-25_09-27-19.txt
multimodal/non_damage/images/building_2017-10-30_17-02-09.jpg multimodal/non_damage/text/building_2017-10-30_17-02-09.txt
multimodal/non_damage/images/ad_2017-11-25_12-01-03.jpg multimodal/non_damage/text/ad_2017-11-25_12-01-03.txt
multimodal/non_damage/images/ad_2017-11-25_03-57-19.jpg multimodal/non_damage/text/ad_2017-11-25_03-57-19.txt
multimodal/non_damage/images/nature_2017-10-30_17-46-29.jpg multimodal/non_damage/text/nature_2017-10-30_17-46-29.txt
multimodal/non_damage/images/ad_2017-11-25_02-34-16.jpg multimodal/non_damage/text/ad_2017-11-25_02-34-16.txt
multimodal/damaged_nature/images/hurricanematthew_2017-10-05_16-09-52.jpg multimodal/damaged_nature/text/hurricanematthew_2017-10-05_16-09-52.txt
multimodal/non_damage/images/ad_2017-11-25_10-11-18.jpg multimodal/non_damage/text/ad_2017-11-25_10-11-18.txt
multimodal/flood/images/disasters_2017-08-30_03-52-42.jpg multimodal/flood/text/disasters_2017-08-30_03-52-42.txt
multimodal/non_damage/images/food_2017-11-23_23-11-34.jpg multimodal/non_damage/text/food_2017-11-23_23-11-34.txt
multimodal/non_damage/images/ad_2017-11-25_12-46-05.jpg multimodal/non_damage/text/ad_2017-11-25_12-46-05.txt
multimodal/non_damage/images/ad_2017-11-25_12-32-00.jpg multimodal/non_damage/text/ad_2017-11-25_12-32-00.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-14_01-22-11.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-14_01-22-11.txt
multimodal/non_damage/images/ad_2017-11-25_02-05-07.jpg multimodal/non_damage/text/ad_2017-11-25_02-05-07.txt
multimodal/non_damage/images/ad_2017-11-25_03-52-23.jpg multimodal/non_damage/text/ad_2017-11-25_03-52-23.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-14_02-51-43.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-14_02-51-43.txt
multimodal/non_damage/images/nature_2017-10-30_17-47-31.jpg multimodal/non_damage/text/nature_2017-10-30_17-47-31.txt
multimodal/damaged_nature/images/drought_2017-11-03_21-56-32.jpg multimodal/damaged_nature/text/drought_2017-11-03_21-56-32.txt
multimodal/non_damage/images/ad_2017-11-25_05-07-43.jpg multimodal/non_damage/text/ad_2017-11-25_05-07-43.txt
multimodal/damaged_infrastructure/images/sandydamage_2012-10-30_17-10-11.jpg multimodal/damaged_infrastructure/text/sandydamage_2012-10-30_17-10-11.txt
multimodal/fires/images/forrestfire_2017-07-18_16-34-51.jpg multimodal/fires/text/forrestfire_2017-07-18_16-34-51.txt
multimodal/non_damage/images/nature_2017-10-30_17-46-03.jpg multimodal/non_damage/text/nature_2017-10-30_17-46-03.txt
multimodal/non_damage/images/ad_2017-11-25_03-05-54.jpg multimodal/non_damage/text/ad_2017-11-25_03-05-54.txt
multimodal/non_damage/images/ad_2017-11-25_06-26-18.jpg multimodal/non_damage/text/ad_2017-11-25_06-26-18.txt
multimodal/flood/images/hurricanesandy_2017-10-17_01-26-04.jpg multimodal/flood/text/hurricanesandy_2017-10-17_01-26-04.txt
multimodal/damaged_infrastructure/images/sandydamage_2014-02-12_00-40-10.jpg multimodal/damaged_infrastructure/text/sandydamage_2014-02-12_00-40-10.txt
multimodal/human_damage/images/isiscrimes_2015-08-27_18-24-28.jpg multimodal/human_damage/text/isiscrimes_2015-08-27_18-24-28.txt
multimodal/non_damage/images/ad_2017-11-25_11-43-29.jpg multimodal/non_damage/text/ad_2017-11-25_11-43-29.txt
multimodal/non_damage/images/ad_2017-11-25_06-51-37.jpg multimodal/non_damage/text/ad_2017-11-25_06-51-37.txt
multimodal/non_damage/images/building_2017-10-30_17-08-55.jpg multimodal/non_damage/text/building_2017-10-30_17-08-55.txt
multimodal/damaged_nature/images/drought_2017-11-09_00-17-03.jpg multimodal/damaged_nature/text/drought_2017-11-09_00-17-03.txt
multimodal/damaged_infrastructure/images/buildingcollapse_2016-12-05_20-51-55.jpg multimodal/damaged_infrastructure/text/buildingcollapse_2016-12-05_20-51-55.txt
multimodal/damaged_infrastructure/images/earthquakenepal_2017-03-08_17-07-17.jpg multimodal/damaged_infrastructure/text/earthquakenepal_2017-03-08_17-07-17.txt
multimodal/non_damage/images/building_2017-10-30_17-18-25.jpg multimodal/non_damage/text/building_2017-10-30_17-18-25.txt
multimodal/non_damage/images/ad_2017-11-25_12-12-21.jpg multimodal/non_damage/text/ad_2017-11-25_12-12-21.txt
multimodal/non_damage/images/nature_2017-10-30_21-52-17.jpg multimodal/non_damage/text/nature_2017-10-30_21-52-17.txt
multimodal/damaged_nature/images/naturaldisaster_2017-10-24_05-12-30.jpg multimodal/damaged_nature/text/naturaldisaster_2017-10-24_05-12-30.txt
multimodal/fires/images/buildingfire_2016-09-10_23-07-53.jpg multimodal/fires/text/buildingfire_2016-09-10_23-07-53.txt
multimodal/flood/images/naturaldisaster_2017-10-18_05-55-09.jpg multimodal/flood/text/naturaldisaster_2017-10-18_05-55-09.txt
multimodal/non_damage/images/ad_2017-11-25_10-32-00.jpg multimodal/non_damage/text/ad_2017-11-25_10-32-00.txt
multimodal/non_damage/images/building_2017-10-30_17-11-45.jpg multimodal/non_damage/text/building_2017-10-30_17-11-45.txt
multimodal/fires/images/yemencrisis_2015-04-22_17-39-59.jpg multimodal/fires/text/yemencrisis_2015-04-22_17-39-59.txt
multimodal/non_damage/images/ad_2017-11-25_07-53-47.jpg multimodal/non_damage/text/ad_2017-11-25_07-53-47.txt
multimodal/fires/images/buildingfire_2017-10-04_08-03-07.jpg multimodal/fires/text/buildingfire_2017-10-04_08-03-07.txt
multimodal/non_damage/images/nature_2017-10-30_17-48-14.jpg multimodal/non_damage/text/nature_2017-10-30_17-48-14.txt
multimodal/flood/images/floodwater_2017-07-13_06-52-38.jpg multimodal/flood/text/floodwater_2017-07-13_06-52-38.txt
multimodal/non_damage/images/cars_2017-10-30_17-49-11.jpg multimodal/non_damage/text/cars_2017-10-30_17-49-11.txt
multimodal/non_damage/images/building_2017-10-30_17-00-03.jpg multimodal/non_damage/text/building_2017-10-30_17-00-03.txt
multimodal/non_damage/images/ad_2017-11-25_07-21-44.jpg multimodal/non_damage/text/ad_2017-11-25_07-21-44.txt
multimodal/fires/images/buildingfire_2017-07-30_05-33-38.jpg multimodal/fires/text/buildingfire_2017-07-30_05-33-38.txt
multimodal/non_damage/images/ad_2017-11-25_02-46-17.jpg multimodal/non_damage/text/ad_2017-11-25_02-46-17.txt
multimodal/damaged_nature/images/drought_2017-11-02_20-28-21.jpg multimodal/damaged_nature/text/drought_2017-11-02_20-28-21.txt
multimodal/damaged_infrastructure/images/destroyedbuilding_2016-08-01_18-52-14.jpg multimodal/damaged_infrastructure/text/destroyedbuilding_2016-08-01_18-52-14.txt
multimodal/damaged_infrastructure/images/sandydamage_2014-12-03_10-41-44.jpg multimodal/damaged_infrastructure/text/sandydamage_2014-12-03_10-41-44.txt
multimodal/flood/images/floodwater_2017-06-25_23-49-48.jpg multimodal/flood/text/floodwater_2017-06-25_23-49-48.txt
multimodal/human_damage/images/isiscrimes_2015-12-13_16-26-54.jpg multimodal/human_damage/text/isiscrimes_2015-12-13_16-26-54.txt
multimodal/flood/images/floodwater_2017-08-27_18-37-35.jpg multimodal/flood/text/floodwater_2017-08-27_18-37-35.txt
multimodal/non_damage/images/building_2017-10-30_17-36-38.jpg multimodal/non_damage/text/building_2017-10-30_17-36-38.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-09-18_20-59-55.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-09-18_20-59-55.txt
multimodal/damaged_infrastructure/images/buildingcollapse_2017-07-27_08-36-09.jpg multimodal/damaged_infrastructure/text/buildingcollapse_2017-07-27_08-36-09.txt
multimodal/damaged_infrastructure/images/buildingcollapse_2016-12-08_22-57-45.jpg multimodal/damaged_infrastructure/text/buildingcollapse_2016-12-08_22-57-45.txt
multimodal/fires/images/buildingfire_2017-05-13_19-00-09.jpg multimodal/fires/text/buildingfire_2017-05-13_19-00-09.txt
multimodal/non_damage/images/ad_2017-11-25_02-16-31.jpg multimodal/non_damage/text/ad_2017-11-25_02-16-31.txt
multimodal/damaged_infrastructure/images/destroyedbuilding_2017-04-02_19-02-22.jpg multimodal/damaged_infrastructure/text/destroyedbuilding_2017-04-02_19-02-22.txt
multimodal/non_damage/images/cars_2017-10-30_17-50-33.jpg multimodal/non_damage/text/cars_2017-10-30_17-50-33.txt
multimodal/non_damage/images/ad_2017-11-25_06-49-46.jpg multimodal/non_damage/text/ad_2017-11-25_06-49-46.txt
multimodal/damaged_infrastructure/images/destruction_2017-10-29_20-29-30.jpg multimodal/damaged_infrastructure/text/destruction_2017-10-29_20-29-30.txt
multimodal/non_damage/images/ad_2017-11-25_04-33-56.jpg multimodal/non_damage/text/ad_2017-11-25_04-33-56.txt
multimodal/non_damage/images/ad_2017-11-25_05-49-05.jpg multimodal/non_damage/text/ad_2017-11-25_05-49-05.txt
multimodal/fires/images/forrestfire_2016-11-22_23-42-29.jpg multimodal/fires/text/forrestfire_2016-11-22_23-42-29.txt
multimodal/human_damage/images/isiscrimes_2015-10-03_13-41-06.jpg multimodal/human_damage/text/isiscrimes_2015-10-03_13-41-06.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-04-25_08-19-02.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-04-25_08-19-02.txt
multimodal/non_damage/images/ad_2017-11-25_02-19-42.jpg multimodal/non_damage/text/ad_2017-11-25_02-19-42.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-10-23_22-00-43.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-10-23_22-00-43.txt
multimodal/fires/images/wildfires_2017-11-20_21-39-11.jpg multimodal/fires/text/wildfires_2017-11-20_21-39-11.txt
multimodal/non_damage/images/ad_2017-11-25_03-59-21.jpg multimodal/non_damage/text/ad_2017-11-25_03-59-21.txt
multimodal/non_damage/images/ad_2017-11-25_12-19-15.jpg multimodal/non_damage/text/ad_2017-11-25_12-19-15.txt
multimodal/damaged_infrastructure/images/buildingcollapse_2015-03-27_17-15-46.jpg multimodal/damaged_infrastructure/text/buildingcollapse_2015-03-27_17-15-46.txt
multimodal/damaged_nature/images/windstorm_2017-11-15_16-28-56.jpg multimodal/damaged_nature/text/windstorm_2017-11-15_16-28-56.txt
multimodal/non_damage/images/ad_2017-11-25_05-49-12.jpg multimodal/non_damage/text/ad_2017-11-25_05-49-12.txt
multimodal/human_damage/images/isiscrimes_2015-11-21_12-07-44.jpg multimodal/human_damage/text/isiscrimes_2015-11-21_12-07-44.txt
multimodal/damaged_infrastructure/images/destroyedbuilding_2017-05-18_09-11-14.jpg multimodal/damaged_infrastructure/text/destroyedbuilding_2017-05-18_09-11-14.txt
multimodal/damaged_infrastructure/images/sandydamage_2014-12-04_10-21-44.jpg multimodal/damaged_infrastructure/text/sandydamage_2014-12-04_10-21-44.txt
multimodal/non_damage/images/ad_2017-11-25_10-27-36.jpg multimodal/non_damage/text/ad_2017-11-25_10-27-36.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-09-24_09-34-54.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-09-24_09-34-54.txt
multimodal/non_damage/images/building_2017-10-30_17-45-13.jpg multimodal/non_damage/text/building_2017-10-30_17-45-13.txt
multimodal/damaged_nature/images/hurricaneirma_2017-11-20_05-34-03.jpg multimodal/damaged_nature/text/hurricaneirma_2017-11-20_05-34-03.txt
multimodal/non_damage/images/building_2017-10-30_17-30-27.jpg multimodal/non_damage/text/building_2017-10-30_17-30-27.txt
multimodal/damaged_nature/images/hurricanematthew_2017-10-08_18-06-02.jpg multimodal/damaged_nature/text/hurricanematthew_2017-10-08_18-06-02.txt
multimodal/damaged_infrastructure/images/disasters_2017-09-24_03-17-53.jpg multimodal/damaged_infrastructure/text/disasters_2017-09-24_03-17-53.txt
multimodal/damaged_nature/images/naturaldisaster_2017-10-13_16-44-47.jpg multimodal/damaged_nature/text/naturaldisaster_2017-10-13_16-44-47.txt
multimodal/non_damage/images/building_2017-10-30_17-34-27.jpg multimodal/non_damage/text/building_2017-10-30_17-34-27.txt
multimodal/damaged_nature/images/treefalling_2017-11-05_13-10-39.jpg multimodal/damaged_nature/text/treefalling_2017-11-05_13-10-39.txt
multimodal/non_damage/images/building_2017-10-30_16-56-17.jpg multimodal/non_damage/text/building_2017-10-30_16-56-17.txt
multimodal/fires/images/terrorattack_2017-08-14_11-49-53.jpg multimodal/fires/text/terrorattack_2017-08-14_11-49-53.txt
multimodal/non_damage/images/ad_2017-11-25_08-42-31.jpg multimodal/non_damage/text/ad_2017-11-25_08-42-31.txt
multimodal/damaged_infrastructure/images/earthquakenepal_2016-10-02_16-49-03.jpg multimodal/damaged_infrastructure/text/earthquakenepal_2016-10-02_16-49-03.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-03-02_11-15-21.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-03-02_11-15-21.txt
multimodal/fires/images/forrestfire_2016-08-01_01-34-44.jpg multimodal/fires/text/forrestfire_2016-08-01_01-34-44.txt
multimodal/non_damage/images/ad_2017-11-25_06-10-29.jpg multimodal/non_damage/text/ad_2017-11-25_06-10-29.txt
multimodal/damaged_nature/images/hurricaneirma_2017-11-16_16-12-10.jpg multimodal/damaged_nature/text/hurricaneirma_2017-11-16_16-12-10.txt
multimodal/fires/images/buildingfire_2016-09-17_06-01-57.jpg multimodal/fires/text/buildingfire_2016-09-17_06-01-57.txt
multimodal/damaged_infrastructure/images/destroyedbuilding_2015-03-07_02-14-52.jpg multimodal/damaged_infrastructure/text/destroyedbuilding_2015-03-07_02-14-52.txt
multimodal/fires/images/naturaldisaster_2017-10-12_23-21-26.jpg multimodal/fires/text/naturaldisaster_2017-10-12_23-21-26.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-13_07-53-23.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-13_07-53-23.txt
multimodal/flood/images/accrafloods_2015-07-03_21-50-39.jpg multimodal/flood/text/accrafloods_2015-07-03_21-50-39.txt
multimodal/human_damage/images/isiscrimes_2015-08-23_21-06-35.jpg multimodal/human_damage/text/isiscrimes_2015-08-23_21-06-35.txt
multimodal/flood/images/floodwater_2017-07-31_06-12-18.jpg multimodal/flood/text/floodwater_2017-07-31_06-12-18.txt
multimodal/damaged_nature/images/treesfalling_2017-02-15_21-39-10.jpg multimodal/damaged_nature/text/treesfalling_2017-02-15_21-39-10.txt
multimodal/non_damage/images/ad_2017-11-25_11-18-51.jpg multimodal/non_damage/text/ad_2017-11-25_11-18-51.txt
multimodal/non_damage/images/building_2017-10-30_17-21-44.jpg multimodal/non_damage/text/building_2017-10-30_17-21-44.txt
multimodal/non_damage/images/building_2017-10-30_17-16-24.jpg multimodal/non_damage/text/building_2017-10-30_17-16-24.txt
multimodal/non_damage/images/ad_2017-11-25_03-30-52.jpg multimodal/non_damage/text/ad_2017-11-25_03-30-52.txt
multimodal/non_damage/images/nature_2017-10-30_17-48-24.jpg multimodal/non_damage/text/nature_2017-10-30_17-48-24.txt
multimodal/non_damage/images/building_2017-10-30_17-01-53.jpg multimodal/non_damage/text/building_2017-10-30_17-01-53.txt
multimodal/non_damage/images/building_2017-10-30_16-58-31.jpg multimodal/non_damage/text/building_2017-10-30_16-58-31.txt
multimodal/non_damage/images/building_2017-10-30_16-54-50.jpg multimodal/non_damage/text/building_2017-10-30_16-54-50.txt
multimodal/non_damage/images/ad_2017-11-25_06-51-22.jpg multimodal/non_damage/text/ad_2017-11-25_06-51-22.txt
multimodal/non_damage/images/ad_2017-11-25_03-59-31.jpg multimodal/non_damage/text/ad_2017-11-25_03-59-31.txt
multimodal/damaged_infrastructure/images/hurricanematthew_2017-11-16_03-37-40.jpg multimodal/damaged_infrastructure/text/hurricanematthew_2017-11-16_03-37-40.txt
multimodal/damaged_nature/images/naturaldisaster_2017-10-16_13-17-48.jpg multimodal/damaged_nature/text/naturaldisaster_2017-10-16_13-17-48.txt
multimodal/human_damage/images/yemencrisis_2017-08-25_01-13-07.jpg multimodal/human_damage/text/yemencrisis_2017-08-25_01-13-07.txt
multimodal/non_damage/images/building_2017-10-30_17-01-15.jpg multimodal/non_damage/text/building_2017-10-30_17-01-15.txt
multimodal/non_damage/images/ad_2017-11-25_05-23-41.jpg multimodal/non_damage/text/ad_2017-11-25_05-23-41.txt
multimodal/non_damage/images/ad_2017-11-25_12-16-33.jpg multimodal/non_damage/text/ad_2017-11-25_12-16-33.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-10-27_03-16-50.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-10-27_03-16-50.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-05-27_12-20-25.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-05-27_12-20-25.txt
multimodal/non_damage/images/ad_2017-11-25_06-04-40.jpg multimodal/non_damage/text/ad_2017-11-25_06-04-40.txt
multimodal/non_damage/images/ad_2017-11-25_12-53-10.jpg multimodal/non_damage/text/ad_2017-11-25_12-53-10.txt
multimodal/fires/images/naturaldisaster_2017-10-18_15-21-41.jpg multimodal/fires/text/naturaldisaster_2017-10-18_15-21-41.txt
multimodal/non_damage/images/ad_2017-11-25_09-00-06.jpg multimodal/non_damage/text/ad_2017-11-25_09-00-06.txt
multimodal/non_damage/images/ad_2017-11-25_01-56-29.jpg multimodal/non_damage/text/ad_2017-11-25_01-56-29.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-06-02_23-39-36.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-06-02_23-39-36.txt
multimodal/damaged_infrastructure/images/destruction_2017-10-27_16-19-08.jpg multimodal/damaged_infrastructure/text/destruction_2017-10-27_16-19-08.txt
multimodal/non_damage/images/ad_2017-11-25_07-27-04.jpg multimodal/non_damage/text/ad_2017-11-25_07-27-04.txt
multimodal/non_damage/images/ad_2017-11-25_07-31-14.jpg multimodal/non_damage/text/ad_2017-11-25_07-31-14.txt
